Date,Open,High,Low,Close,Adj Close,Volume
2023-06-23,1288.964966,1300.858032,1290.285278,1298.774414,1298.774414,40346907309296
2023-06-24,1298.827759,1311.941406,1309.324341,1309.255127,1309.255127,40754666563764
2023-06-25,1309.309204,1309.841187,1308.755005,1309.491577,1309.491577,27156784471369
2023-06-26,1309.421143,1309.886230,1308.599854,1309.278564,1309.278564,27970254910558
2023-06-27,1309.406372,1308.212769,1303.637573,1303.936279,1303.936279,34048972055730
2023-06-28,1303.945923,1299.265503,1302.878540,1297.852051,1297.852051,30428427779542
2023-06-29,1297.722656,1304.605347,1311.001221,1309.368164,1309.368164,31286468471645
2023-06-30,1309.441040,1320.583130,1320.591187,1323.169800,1323.169800,27804704114328
2023-07-01,1323.000122,1318.874146,1316.394409,1316.407715,1316.407715,57446566547225
2023-07-02,1316.061890,1317.259277,1315.652832,1316.470093,1316.470093,26056651356707
2023-07-03,1316.442261,1317.397583,1315.928345,1316.412964,1316.412964,26770473184605
2023-07-04,1316.364502,1307.506592,1307.491577,1306.447754,1306.447754,34336811538930
2023-07-05,1306.378418,1300.387573,1296.266113,1296.861450,1296.861450,27188223208658
2023-07-06,1296.977783,1302.473145,1299.915039,1304.091553,1304.091553,28145741839086
2023-07-07,1303.980469,1312.778931,1302.212402,1309.814819,1309.814819,39849603939340
2023-07-08,1309.596436,1297.525879,1300.054688,1298.606323,1298.606323,27365505156890
2023-07-09,1298.828003,1299.341187,1298.204834,1298.902832,1298.902832,17436616915426
2023-07-10,1298.932861,1299.851440,1298.517700,1298.635986,1298.635986,17264123470635
2023-07-11,1298.664795,1301.246704,1303.869141,1299.937500,1299.937500,30304397081121
2023-07-12,1300.019043,1299.862671,1293.267944,1291.954468,1291.954468,23539764248007
2023-07-13,1291.992432,1295.228394,1276.111328,1274.940430,1274.940430,26374772771995
2023-07-14,1275.113037,1268.733521,1275.670410,1267.653076,1267.653076,52659414276514
2023-07-15,1267.881714,1270.791992,1266.852417,1270.250366,1270.250366,50141127383154
2023-07-16,1270.240723,1270.857910,1269.353027,1269.793213,1269.793213,24023082840978
2023-07-17,1269.707153,1270.543945,1269.342407,1270.112061,1270.112061,22231696516246
2023-07-18,1270.118652,1268.776367,1264.504272,1266.037964,1266.037964,30989377920409
2023-07-19,1266.103760,1263.060547,1262.976440,1265.489380,1265.489380,27984827802059
2023-07-20,1265.459229,1266.779785,1267.262695,1266.380981,1266.380981,27384376078929
2023-07-21,1266.308472,1273.567993,1276.715942,1278.824707,1278.824707,33054282168547
2023-07-22,1278.812866,1288.572388,1284.249023,1286.928589,1286.928589,27967826822560
2023-07-23,null,null,null,null,null,null
2023-07-24,1286.799561,1286.705322,1286.705322,1286.705322,1286.705322,19828169506816
